div_text;label;city;place
تحتاج صيانه تواجد جاليات لافت وبطريقه مرضيه ايجاد مصليات مناسبه للرجال والنساء ايجاد دورات مياه برسوم;0;جده;جدة القديمة البلد
زحممممه والمرشدين الزوار مدري وش يسوون الكم الهائل المرشدين واغلب الكفيات كلام والديكور حوسه ومغبر;0;جده;جدة القديمة البلد
لازم وجود حراسه امنية ولوحات ارشادية كبيرة ومكاتب ارشاد المكان مو وقت المهرجان;2;جده;جدة القديمة البلد
اتمنى تحظى باهتمام اكبر شاهدت عمليه الترميم تسير ببطيء;0;جده;جدة القديمة البلد
لا تستحق العناء الجمعه اغلب المحلات مغلقه;0;جده;جدة القديمة البلد
مكان قبيح وغير مهيئه الزياره وكتمهه اخر مره ازوره;0;جده;جدة القديمة البلد
يحتاج للكثير تحقيق سياحة داخلية جذابة;2;جده;جدة القديمة البلد
سي يوجد التراث القديم الشايع المعلن;0;جده;جدة القديمة البلد
عبارة بنغال ويمنى عيونهم مثلها اشعة اكس;0;جده;جدة القديمة البلد
اجواء البلد والله حبيته;1;جده;جدة القديمة البلد
مهرجان البحر الاحمر السينمائي;2;جده;جدة القديمة البلد
 المؤسف معتنى ابدا;0;جده;جدة القديمة البلد
البلدة القديمة بلدة تفوح عبق التاريج وحنين روحانية المشي البلدة;2;جده;جدة القديمة البلد
الجو الحار الرطوبة يخليك تكرهي شي;0;جده;جدة القديمة البلد
شي مرتب ونظيف بصراحة ;1;جده;جدة القديمة البلد
مكان مميز بتفاصيله;1;جده;جدة القديمة البلد
اتمنى يكثر الفعاليات يهتمون ;2;جده;جدة القديمة البلد
لان المحلات مغلقة يعيب وجود المتسولين;0;جده;جدة القديمة البلد
المكان يعيشك جو اخر المعتاد شاءالله اكرر الزيارة مرة زرته الصباح الجو اشوف زيارته العصر بتكون مناسبة ;1;جده;جدة القديمة البلد
احب الاماكن لقلبي منطقه اسواق شعبيه بيوت تاريخيه قديمه مقاهي الطراز القديم مكان للفنانين المصورين خاص;0;جده;جدة القديمة البلد
يعيبها كثرة القطط والروائح والنظافة;0;جده;جدة القديمة البلد
المنطقة حلوة ولها تاريخ زيارتي المساء ;1;جده;جدة القديمة البلد
ويشوه جمالها الانتشار الكثيف للمجهولين صغارا وكبارا وكانك ادغال افريقيا;0;جده;جدة القديمة البلد
مكان تاريخ عريق تكتشف تاريخ جدة فيها مقاهي وانشطة ;1;جده;جدة القديمة البلد
اجمل الاماكن الاثرية اللي ما يحب الزقاق يستمتع يروح;1;جده;جدة القديمة البلد
ينقصه الكثير الاهتمام;0;جده;جدة القديمة البلد
مكان يعبق بالتاريخ والحضاره ;1;جده;جدة القديمة البلد
مبدعين;1;جده;جدة القديمة البلد
بلدة التراثية محافظة العلا تعود للقرن السادس الهجري وتمثل احدى اقدم المدن الاسلامية يصنفها علماء الاثار بانها احدى اهم مدن اسلامية العالم اجمع نزل الله طريقه غزوة تبوك وحدد مكانا لمسجد وضع حدودة;2;العلا;بلدة العلا القديمة
محلات محدودة فية شي يسوى استعراض سيارات;1;العلا;بلدة العلا القديمة
قريه جميله ضاربه عمق التاريخ دهاليزها وخباياها وتفاصيلها كلها مذهله;1;العلا;بلدة العلا القديمة
تجربة ورائعة;1;العلا;بلدة العلا القديمة
حلووه;1;الطايف;تلفريك الهدا
والله المكان حلو مره تغير جو خصوصا الموسم والفعاليات الحالية;1;الرياض;بوليفارد الرياض
الاماكن الجميلة والممتعه بالرياض طابع خاص انصح ???? الجميع يحبون الاجواء المميزة بزيارته;1;الرياض;بوليفارد الرياض
مميز وجميل ضيق المفروض مكان متسع للتجوال واقترح مثال الاماكن المفتوحه;1;الرياض;بوليفارد الرياض
موقع تاريخي يتميز بنكهه وعبق خاص بالبيوت القديمه بشرفاتها وزخارفها ومتاكيها الرائعه وطرقها المعبد بالحجر واسواقها الجميله شيئ وفاخر;1;جده;جدة القديمة البلد
نحتاج لكثير الاهتمام;2;جده;جدة القديمة البلد
لمحبي الماكولات الشعبي جلسات خاصه ومفتوحه يحوي متحف وفيه رسامين مبدعين واسعار البيع متناول الجميع الموقع;1;جده;جدة القديمة البلد
مجمع ورايق;1;الدمام;القرية الشعبية
رائع;1;الرياض;بوليفارد الرياض
اطلاله رائعة;1;الطايف;تلفريك الهدا
سوق متنوع البضائع والجودة;1;الدمام;القرية الشعبية
مكان خاصه جيت بوقت مو زحمه رح تستمع بمشاهدة الاماكن الاثريه وايضا المتاحف ويوجد اماكن لبيع التحف وايضا يوجد بسطات لبيع الاكسسوارات والجو بصفه عامه يحسسك اجواء الحارات زمان ياحظ اهل جده بالمكان الجميل;1;جده;جدة القديمة البلد
مكان رايق يستحق الزيارة;1;جده;جدة القديمة البلد
المكان الوحيد العلا اللي يستحق الزياره;1;العلا;بلدة العلا القديمة
المكان يستاهل الدخول حلو فعاليات كثيرة شكرا بوليفارد سيتي الرياض;1;الرياض;بوليفارد الرياض
يحتاج تطوير جديد وفرص الاستثمار ذهبيه;2;الرياض;بوليفارد الرياض
مكان جميل ويحتاج استثماره ممتاز وافضل ما هو ;1;الرياض;بوليفارد الرياض
مجمع تجارى يضم مطعم وكوفي يناسب الاذواق ويوجد محل بصريات زيارتي لمطعم مادلين;1;جده;جدة القديمة البلد
بالنسبة افضل مزار سياحي جدة لازم تخصص لزيارته والاستمتاع;1;جده;جدة القديمة البلد
تتمتع قرية العلا التراثية التابعة لمنطقة المدينة المنورة غرب السعودية المسماة وادي القرى بجمال ساحر موروث زالت تحتفظ بنسقها المعماري القديم ومكانتها التاريخية وبها اثار الحجر حضارة سادت بادت;1;العلا;بلدة العلا القديمة
مشاهدة المناظر داخل التلفريك رائع;1;الطايف;تلفريك الهدا
جدة التاريخية وتعرف محليا جدة البلد تقع وسط مدينة جدة ويعود تاريخها المصادر عصور الاسلام نقطة التحول تاريخها الخليفة;2;جده;جدة القديمة البلد
مكان واشياء كثير تقدرون تجربونها سواء مطاعم العاب اندومي ابو لذيذ احيانا اروح البوليفارد عشانه;1;الرياض;بوليفارد الرياض
تعرض منطقة البلد التراثية بفنها المعماري المتكون الطوب والخشب اسلوب العرب ومعيشتهم تحتوي قصر بيت نفيس القديم يشكل مركزا ثقافيا تقام المعارض والمحاضرات وتجمع البلد المباني القديمة;2;جده;جدة القديمة البلد
جيدة;1;الدمام;القرية الشعبية
ممتاز المكان يفوز مطاعم ??;1;الرياض;بوليفارد الرياض
رائعة;1;الطايف;تلفريك الهدا
جيد;1;جده;جدة القديمة البلد
مطعم لذيذ بكل تفاصيله يستحق تكرار الزيارة مرات;1;الدمام;القرية الشعبية
الكلام لا يوفي المكان والتنوع والممتعه وكل شي يصلح للمشي للترفيه للاكل لكل شي;1;الرياض;بوليفارد الرياض
تجربة التليفريك رائعة المركبة نفسها نظيفة ينزل لاسفل تقدرو تنزلوا تجربو الالعاب اللي المنتزه جربت العربة السريعة مرا ممتعة وترجعو لفروق طريق التلفريك;1;الطايف;تلفريك الهدا
ممتاز وانصح بزيارته ????;1;الرياض;بوليفارد الرياض
المكان عيبه مليء ومكتظ الاسبوع الشباب بطريقة مستفزة;0;الرياض;بوليفارد الرياض
شي الخيال بشاشاته العملاقة المضيئة اللي تستحضر روح التايم السكوير وزواياه اللي مليانة فعاليات النافورة الراقصة والحدائق ارتفاع كبير الارض والمحلية بالاضافة لمسارح موعودين بعروض الخيال واكبر دار سينما;1;الرياض;بوليفارد الرياض
اجمل المدن السعودية;1;العلا;بلدة العلا القديمة
مكان راقي مناسب للزوار خارج المنطقة والدولة ممتاز ومرتب ويوجد متحف ومقتنيات تراثية والاكل ممتاز;1;الدمام;القرية الشعبية
اروح بجلس بمكان رايق وهادي ستاربكس افضل اكبر المقاهي ادوار المجمع رايق يفتقد الكثير الاماكن المطلوبه;1;الرياض;بوليفارد الرياض
انجاز رائع يسجل للمملكه قيادة وشعبا تنظيم وتنسيق رائع;1;الرياض;بوليفارد الرياض
يقدم خدمة سياحية ممتازة ??;1;الطايف;تلفريك الهدا
موروث يستحق الزيارة والدعم;1;جده;جدة القديمة البلد
مكان رائع وتراث المملكة العربية السعودية ومتحف ومقهى وسوق مبنى انصحكم بزيارته ????;1;الدمام;القرية الشعبية
جهد جبار يشكر ساهم نجاحه;1;الدمام;القرية الشعبية
المكان ويستحق الزياره مليئ بشاشات العرض اشبه التايمز سكوير نيويورك نبدا بالمواقف فئات وب الساعه الواحده والحسابه بتحسب;1;الرياض;بوليفارد الرياض
مازرته هالسنه يحتاج اقولكم البوليفارد سيتي مكان لقضاء وقت العائله الاصدقاء;1;الرياض;بوليفارد الرياض
مدينة تاريخية اثرية ماتزال محافظة طرازها المعماري الفريد رائعة وجميلة;1;جده;جدة القديمة البلد
ممتاز ??;1;جده;جدة القديمة البلد
وخياراته قليلة ;0;الرياض;بوليفارد الرياض
ممتاز للطلعة الهادئة;1;الرياض;بوليفارد الرياض
المكان والجو رائع;1;الطايف;تلفريك الهدا
بطل كلاس راقي;1;الدمام;القرية الشعبية
تجربة ثرية بالتراث والعراقه اماكن وتم توسعتها السنة لمزارع وكافيهات وجولات وسط النخيل ومطاعم ومقاهي متنوعة;1;العلا;بلدة العلا القديمة
 الافطار مزدحم ;0;الرياض;بوليفارد الرياض
زيارته الجمعة برمضان لمواقف منظمة الدخول سريع;1;الرياض;بوليفارد الرياض
 الاماكن للجلوس متوفرة قليلة نوعا;0;الرياض;بوليفارد الرياض
حلوه;1;العلا;بلدة العلا القديمة
للامانه مكان يستاهل انا الواحد يتعني ويجيه;0;الدمام;القرية الشعبية
الاماكن المفضله المدينه بالنسبه;1;الرياض;بوليفارد الرياض
تجديد طرق وممرات القريه الشعبيه وفتح محل وجلسات يستحق الزياره;1;الدمام;القرية الشعبية
افضل مكان جده;1;جده;جدة القديمة البلد
جدة التاريخية مكان لايمل مرة اقوم بزيارته ارغب زيارته مجددا رحلة طيات الزمن الجميل;1;جده;جدة القديمة البلد
مكان وممتاز ??;1;الدمام;القرية الشعبية
حلوه;1;الدمام;القرية الشعبية
غني التعريف ومكان;1;الدمام;القرية الشعبية
مشروع جبار فكره عظيمه تجمع المتحف المتنوع لكل مناطق المملكة وتراثها والمطعم الشعبي والمقهى والجميل الدخول سعره ورخيص;1;الدمام;القرية الشعبية
اجمل المكان اني اعشقه عشقا;1;جده;جدة القديمة البلد
تابعوني سنابانستقرام المكان كانكم مسافرين;1;الرياض;بوليفارد الرياض
ممتاز;1;الدمام;القرية الشعبية
جيد;1;جده;جدة القديمة البلد
والاستقبال رائع;1;العلا;بلدة العلا القديمة
اجمل مكان الرياض مطاعم كثيره كفيهات بوتيكات فود كورت مسارح حفلات موسيقى بحيره العاب نوافير;1;الرياض;بوليفارد الرياض
مطعم والطعم شعبي يعود العريق جلساتهم رائعه الوجهات الجميله زيارتك الدمام عاصمة المنطقة الشرقية يوجد متحف رائع الداخل يستحق الزياره;1;الدمام;القرية الشعبية
ما شاء الله تبارك الرحمن اطلالة رائعة بانورامية يعيب عليهم عربات التلفريك اسعار التنقل مرتفعة العيد للفرد الواحد ادري يستمرون الغلاء;1;الطايف;تلفريك الهدا
جيدة نوعا;1;الطايف;تلفريك الهدا
اخذت اكل سفري مكان الاستلام منفصل المطعم نظيف طلبت جريش بالدجاج وهريس الهريس لذيذ الجريش عادي وسمبوسة لحم ودجاج وخضار زينه;1;الدمام;القرية الشعبية
كمحب للتراث والماضي وحياة زمان احب هالاماكن وانصح للي جوهم;1;الدمام;القرية الشعبية
نوعا تكفيه زياره مره واحده;1;جده;جدة القديمة البلد
روعه الجديد;1;الرياض;بوليفارد الرياض
مكان ورائع انصح سائح جاي الدمام يزورها للتعرف التراث والتسوق والاكل الشعبي وشبه الشاي روقان;1;الدمام;القرية الشعبية
مكان سياحي ومريح;1;الطايف;تلفريك الهدا
سوق شعبي;1;الدمام;القرية الشعبية
مكان يوجد مطاعم ويستحق زياره;1;الرياض;بوليفارد الرياض
مكان ويعبر التراث الشعبي وشكل المباني حلو والضيافة جميله ومره استمتعنا;1;العلا;بلدة العلا القديمة
ولكنه اجمل الاماكن لدينا;1;الطايف;تلفريك الهدا
مزدحم الويكند ;0;الطايف;تلفريك الهدا
انصح الجميع بزيارة القرية الشعبية ????;1;الدمام;القرية الشعبية
مكان رائع وجميل يحكي حقبة تاريخية مدينة جدة عروس البحر الاحمر ويحتاج للكثير التطوير افتتاح العديد الكافيهات والمطاعم ليصبح الاماكن السياحية الراقية;1;جده;جدة القديمة البلد
 مهمل للاسف الشديد;0;الرياض;بوليفارد الرياض
افضل الاماكن والمجمعات بمدينة الرياض;1;الرياض;بوليفارد الرياض
اثارتاريخيه عريقه زمن الحضارات القديمه العلا عروس الجبال والاثار;1;العلا;بلدة العلا القديمة
ماشا الله شي;1;العلا;بلدة العلا القديمة
صغير اتمنى يضيفون كراسي الممر;0;الرياض;بوليفارد الرياض
المكان حلو ;1;الرياض;بوليفارد الرياض
جيد الوصول اتضح الدخول للشخص الواحد والاطفال مجانا;1;الدمام;القرية الشعبية
احبها واحب التاريخ العريق والناس الكبار جلستهم روعه الفائده والمتعه;1;جده;جدة القديمة البلد
مكان رائع وجميل ومناظر خلابه للجبال العلا;1;العلا;بلدة العلا القديمة
معلم ضخم معالم المنطقة الشرقية يحتوي متحف تراثي وسوق شعبي بالاضافة المطعم والمقهى مكان ويستحق الزيارة العائلية تذكرة الدخول للكبير ومجانية للاطفال;1;الدمام;القرية الشعبية
خدماته ممتازه  الاكل لذيذ والمكان مره ??;1;الدمام;القرية الشعبية
 والدخول يجب دفع للشخص يبلغ العمر توجد ملاحظات المطعم طلبات الاكل دفع وذلك لدخول الغرفه فاتورة الطلب;0;الدمام;القرية الشعبية
المكان مرتب ونظيف;1;الدمام;القرية الشعبية
رائع باسلوب يضاهي الدول المتطورة السياحية التصميم راقي الفخامه اسلوب عصري;1;الرياض;بوليفارد الرياض
ولكنه صغير والاماكن محدودة وزحمة مزعجه خصوصا المساء;0;الرياض;بوليفارد الرياض
مكان رائع وكبير ومليئ بالتراث السيارات والحيوانات المحنطه يوجد سوق شعبيه مصغره بالطابق الطابق الارضي يوجد مقهى مطعم;1;الدمام;القرية الشعبية
المطقة صغيرة اغلب المحلات اسعارها مرتفع ويوجد بكس اكبر فرع;0;الرياض;بوليفارد الرياض
تجربة رائعة;1;الطايف;تلفريك الهدا
بصراحة شي خيالي ابهرني يستحق الزيارة مرة انواع الرفاهية كافيهات مطاعم العاب محلات العطور محلات العاب الاطفال التمشية لوحدها متعة وجود النوافير الراقصة رائحة الفواحات المنتشرة;1;الرياض;بوليفارد الرياض
ودائما مزدحم جربت وسط الاسبوع والويكند كلها ماشا الله زحمه;0;الرياض;بوليفارد الرياض
المكان رائع ورايق وما يكفيه صدق يروح وانت تمشي وتستكشف وكل مكان شكل وتصميم وفعاليات واسواق ومطاعم ونوافير والعاب وجلسات ومسارح شي ببالك بتلقها روعه ;1;الرياض;بوليفارد الرياض
التلفريك ممتاز;1;الطايف;تلفريك الهدا
ممتاز;1;الدمام;القرية الشعبية
منطقة تراث وحياة الاجداد;1;جده;جدة القديمة البلد
روعة النهار وابداع اليل;1;الطايف;تلفريك الهدا
مدينة العلا التراثية غنية بالاثار والشواهد التراثية ;1;العلا;بلدة العلا القديمة
رائعة;1;الطايف;تلفريك الهدا
بوليفارد الرياض ممتاز وهدوء وتعاملهم راق خدمة سريعه ومكان نظيف واهتمام للزائر لديهم;1;الرياض;بوليفارد الرياض
روعة;1;العلا;بلدة العلا القديمة
منتزه وجلسات عائليه روعه;1;الدمام;القرية الشعبية
تحفة هندسية سياحية يشكر صاحب القرية العمل الكبير يحوي مطعم متحف;1;الدمام;القرية الشعبية
مكان هادئ وجميل ونظيف بصراحه مكان تحس المملكه صارت احمل اوربا ودول الغرب;1;الدمام;القرية الشعبية
رائعه;1;العلا;بلدة العلا القديمة
مكان للتعريف مناطق السعودية جلسات متنوعه مناطق المملكه الاكل لذيذ والاستقبال رائع;1;الدمام;القرية الشعبية
ورائع وياخذك عراقة بكل تفاصيله;1;الدمام;القرية الشعبية
مكان ومرتب ونظيف الاكل لذيذ والمتحف;1;الدمام;القرية الشعبية
مكان استمتعنا اخذنا جولة تعريفيه بالمكان جولف كار الشخص عرفنا المباني التراثية مناره عمرها سنه واول مدرسه تعليميه جده واغلب تجار جده طلعوا المنطقة حضارة مميزة;1;جده;جدة القديمة البلد
ماشا الله تبارك الله جميله ورائعة شي رائع ومرتب وتعزيز التراث الاصيل;1;جده;جدة القديمة البلد
الثروات هوية للمكان نحافظ هويتنا ;1;العلا;بلدة العلا القديمة
الموسف ما يقوم البعض الرسم والشخبطة الجدران;0;العلا;بلدة العلا القديمة
اهم مناطق المملكة العربية السعودية تجاريا سوق جمله بحي البلد;1;جده;جدة القديمة البلد
رائع شي كوفيهات ومطاعم;1;الرياض;بوليفارد الرياض
قديمك نديمك جديدك;2;الدمام;القرية الشعبية
المركز جيد المطاعم جيده;1;الرياض;بوليفارد الرياض
اسواق جملة وقطاعي مكان جميل;1;جده;جدة القديمة البلد
والاجواء فندق ارمادا رائعة;1;الطايف;تلفريك الهدا
بوليفارد مخصص لعشاق الشيشة والقهاوي والي يحب كرشته يروح;1;الرياض;بوليفارد الرياض
مناظر طبيعية اروع واجواء للغاية تستمتع الاوقات الصيفية والشتوية طبيعي;1;العلا;بلدة العلا القديمة
ممتاز وجو;1;الطايف;تلفريك الهدا
الشارع الصغير الراقي;1;الرياض;بوليفارد الرياض
شكرا اهلا العلا والصراحه تمشيه طيبه;1;العلا;بلدة العلا القديمة
جيد لل العوائل;1;الطايف;تلفريك الهدا
متحف ومطعم مقهى متجر مكان راقي ورائع يستحق الزياره مره انصح بزيارته ???? وبقوه الدخول للكبار الاطفال مجانا والله شكرا الترتيب النظافه الاكل الجميل يستحق نجوم;1;الدمام;القرية الشعبية
روعة;1;الرياض;بوليفارد الرياض
تجربة رائعة رح ازورها الشتاء كمان;1;العلا;بلدة العلا القديمة
موظفين المجمع يحتاج اساليب تعامل الزوار;1;الرياض;بوليفارد الرياض
مكان رائع ويستحق الزيارة ولكني استمتعت بالتجوال داخل المتحف الخاص كبير ومتنوع وشامل يفوتكم الشاهي التلقيمة عندهم كلام;1;الدمام;القرية الشعبية
للاسف اجرب الطعام ;0;الدمام;القرية الشعبية
تجربة حلوه الكابينة للعائلة المكان الساعة العصر يصير زحمه فا الافضل بدري تروحو تجربة ممتاز;1;الطايف;تلفريك الهدا
المكان اجواء رمضانية رائعة;1;الرياض;بوليفارد الرياض
 اقترح الواحد يروح الترميم وزارة التراث لانها الصراحه ماهي مره مناسبه للمشي كثير;2;جده;جدة القديمة البلد
المكان حلو يوريك حضارة جده سنه;1;جده;جدة القديمة البلد
افضل مجمع مطاعم وكافيهات الرياض;1;الرياض;بوليفارد الرياض
يخلو قلة الحياء;0;الرياض;بوليفارد الرياض
ممتاز وشرح ;1;الرياض;بوليفارد الرياض
تطورت ملحوظ للافضل وصارت مرتبه المتحف افضل القهوه حلوه ولا تفوتكم المراصيع;1;الدمام;القرية الشعبية
حلو;1;الرياض;بوليفارد الرياض
زحمه ;0;الرياض;بوليفارد الرياض
مطعم تراثي وفيه سوق شعبي واكلات شعبيه طلبت صحن شعبي مشكل وكباب دجاج ورز برياني مره لذيذ ومقبلات مشكله وسمبوسه لحم وفيه طاولات طعام وجلسات ارضيه;1;الدمام;القرية الشعبية
مطعم وجلسات عائلية دخول مكان تاريخي يضم مناطق المملكة مكان رائع;1;الدمام;القرية الشعبية
مكان والاجواء رائعة;1;العلا;بلدة العلا القديمة
التلفريك رائع والسعر مناسب تقريبا للشخص ذهاب وعودة;1;الطايف;تلفريك الهدا
ممتاز;1;العلا;بلدة العلا القديمة
ما شاء الله تراثية روعة والي اعجبني مقهى قديم والصورة مرفقة بالتقييم حياتهم زمان بساطه وجميلة نقول الله يرحم اسسه ويغفر جميعا;1;جده;جدة القديمة البلد
مغامرة منظر رائع للجبال;1;الطايف;تلفريك الهدا
وبكل امانه وصدق شكر تعنية الكلمة صاحب المكان الاكثر رائع القرية الشعبية مكان يستحق الزيارة للجميع تحف اثرية لعدة قبائل ويوجد ركن خاص باهالي عسير والباحة والطائف واهالي الشمال تحف ونقوش الجدار;1;الدمام;القرية الشعبية
اجمل الاماكن الدمام الدور عبارة متحف سوق القرية المتحف شيء رهيب مختصر ثقافة للسعودية بصراحة الاماكن الممتعه ويستحق الزيارة والتكرار والسوق يفتح الساعه اربع مقهى مطل البحر;1;الدمام;القرية الشعبية
السوق خصوصا للزوار اللي خارج المحافظة;1;العلا;بلدة العلا القديمة
رائعة وواسعة الاكل ممتاز النظافة ممتازه;1;الدمام;القرية الشعبية
مكان رائع ?? للي يريدون اسعار بالجمله;1;جده;جدة القديمة البلد
المكان مره حلو يسلموا ادارة المطعم;1;الرياض;بوليفارد الرياض
ما شاء الله اجمل الاماكن وكبيرة شي ماركات عطور كافيهات ومطاعم وفعاليات تحديات حلوه والعاب متنوعه قرية الثلج وعالم الديناصورات والربوتات والنافورات الرائعه وجلسات موزعه وكثيرة ولوحات جداريه جميله وعندهم شي منظم ومافية ازدحام كثير وخصوصا الاسبوع وانصحكم تروحون مره لانه كبير مرره;1;الرياض;بوليفارد الرياض
عبق التاربخ اجمل ما زرت;1;جده;جدة القديمة البلد
جيد لابد تكرار مستقبلا;1;الطايف;تلفريك الهدا
وفيه مطاعم مختلفه;1;الرياض;بوليفارد الرياض
القرية رائعه الدخول والاطفال مجانا;1;الدمام;القرية الشعبية
المكان وجميل جيته الاسبوع ورايق مره;1;الرياض;بوليفارد الرياض
بلدة ورائعة;1;العلا;بلدة العلا القديمة
المكان رايع ?? ويستحق الزياره مره ثانيه وفيه مكان مكان مطاعم;1;الرياض;بوليفارد الرياض
 زحمه شوي خصوصا الويكند;0;الرياض;بوليفارد الرياض
تجربة رائعة;1;الطايف;تلفريك الهدا
المجمعات المشهوره واليووك افضل مته بكثير;1;الرياض;بوليفارد الرياض
انصح بزيارة القريه روعه;1;الدمام;القرية الشعبية
حلو ومتنوع;1;الرياض;بوليفارد الرياض
جملة ومفرق واسعار خيال;1;جده;جدة القديمة البلد
لا يستحق بالميه يروج;0;الرياض;بوليفارد الرياض
مكان رائع وانيق تنظيم ما بعده اصطاف متعاون لابعد حدود اكل لذيذ ومكان ممتع للعائلات صراحه اشكرك فكر اقامه الصرح الجميل القريه بكل تعني كلمه اشكر شخص مد ايده لبناء المكان الجميل الرائع الله يحفظ البلد ملك وولي عهده والشعب السعودي اجمعين وشكرا;1;الدمام;القرية الشعبية
مكان ورائع يحتوي المسارح كمسرح بحر الشدي وطلال مداح وابو وعمالقة الفن يحتوي الجلسات والمطاعم المفتوحة والمغلقة وعدد كبير الفود ومحلات العطور والملابس يوجد سينما مفتوحة النافورة الراقصة المكان رائع ارى مناسب للاطفال وفقكم الله;1;الرياض;بوليفارد الرياض
رايع رايع;1;الطايف;تلفريك الهدا
المكان تاريخي الزيارة الجو المعتدل البارد افضل;1;العلا;بلدة العلا القديمة
صارت مكب نفايات البنات والشباب الساذجة كثيرين يظنون ثقافة جدة الجديدة لبس الجنز وكشف الشعر العباية يع بلاد الحرمين عالم لاحول ولاقوة الابالله;0;جده;جدة القديمة البلد
قرية رايعه واكلهم ومكانهم رائع ??;1;الدمام;القرية الشعبية
فخمه بكل تفاصيلها خدمه ممتازه اكل نظيف ولذيذ مكان يناسب الفئات سواء عزاب عوائل سياح;1;الدمام;القرية الشعبية
رائعه;1;جده;جدة القديمة البلد
صغير رغم يحتوي مطاعم جميله;1;الرياض;بوليفارد الرياض
مكان رايع;1;الدمام;القرية الشعبية
خساره دفع;0;الدمام;القرية الشعبية
مطعم القريه الشعبية اكلاته شعبيه مميزه اغلبيات الاكلات المملكه العربية السعودية الجلسات حلوه المفتوحه وفيه السواتر حريه العوائل تراث ومتحف صغير قيم وفيه التاريخ الجميل للسعودية ;1;الدمام;القرية الشعبية
مكان للمشي قضاء وقت ما بعد العصر جهز شوز مشي مريح خاليا ;1;الرياض;بوليفارد الرياض
الدخول مجاني;1;الرياض;بوليفارد الرياض
مكان ورايق تصميم الكافيهات مبتكر وعصري المطاعم والمقاهي;1;الرياض;بوليفارد الرياض
البلدة الدخول مجانا توقف بالمواقف وتنتظر الباص الجميل الكهربائي ياخذك لاول البلدة متوفر سيارات الغولف لنقلك لاخر البلدة اولها مجانا اذ تعبت المشي متوفر محلات وماركات وكافيهات ومطاعم تتمشى وماتحس;1;العلا;بلدة العلا القديمة
المكان رائع ويفتح النفس وعرض النوافير نصف ساعة وكل عرض يختلف وفيه مطاعم تطل النوافير الجلسه تفتح النفس ويفضل انك تروح العصر عشان الزحمه خفيفه والدخول مجانا;1;الرياض;بوليفارد الرياض
والله المكان رايق الاكل لذيذ;1;الدمام;القرية الشعبية
المعالم الجيده تصلح لزيارة الوفود السياحية;1;الدمام;القرية الشعبية
حلو اجواء بالشتاء;1;الرياض;بوليفارد الرياض
مكان مره يستحق الزياره مرتين وثلاث اربع للمليون مره لايك;1;العلا;بلدة العلا القديمة
المنطقه تعيد لذهني احلا حياتي لان دفئ الحاره والجيره الطيبه السكان كافه الجنسيات والثقافات اسره واحده حميم ورح المساعده والايثار يعني جده واهل جده اهل;1;جده;جدة القديمة البلد
جميل وانصح بزيارته الشتاء لذكرى مميزة;1;الرياض;بوليفارد الرياض
قريه تحتوي العديد التراث والافكار الجديدة ويوجد ركن متنوعه وتلفت الانظار;1;العلا;بلدة العلا القديمة
الفيو الجميل;1;الرياض;بوليفارد الرياض
ممتعة لباور فيلا البوليفارد;1;الرياض;بوليفارد الرياض
المكان والمطاعم روعه والكوفيات تهبل;1;الرياض;بوليفارد الرياض
رائع ومفخرة للطائف واطلالة ساحرة طريق كرا;1;الطايف;تلفريك الهدا
مكان مميز ويجمع الكثير المطاعم;1;الرياض;بوليفارد الرياض
انصح بزيارتها والاستمتاع بالاجواء المختلفة اهل العلا ناس طيبين;1;العلا;بلدة العلا القديمة
المكان روعه ومريح والتكيف يخليك تاكل انت مستمتع طلباتي مكبوس لحم ولذيذ اعطيه;1;الدمام;القرية الشعبية
انصح المالك بمراجعة الأسعار;2;الدمام;القرية الشعبية
مكان يحوي قطع كثيرة متنوعة اثرية معروضة جذاب سيارات قديمة ضمنها سيارة الملك يوجد مطعم متكامل للاكلات الشعبية انصح بزيارته ;1;الدمام;القرية الشعبية
البضايع صيني ما في مستوى;0;جده;جدة القديمة البلد
روعه المكان والتاريخ ;1;جده;جدة القديمة البلد
اطلالة وقت الغروب ساحرة ??;1;الطايف;تلفريك الهدا
مكان ومميز;1;الرياض;بوليفارد الرياض
البوليفارد المدن العصرية والحديثة فاصبح لكل مدينة كبيرة بوليفارد تتجلى صور الحداثة ابهى صورها فما بالكم المدينة ركبت موخرا قطار الحداثة اوسع ابوابه ودشنت انطلاقة مدوية صعيد البناء والتحديث والحديث;1;الرياض;بوليفارد الرياض
سمبوسة الدجاج والمقلقل روعة والله انصحكم بمقلقل الدجاج;1;الدمام;القرية الشعبية
جيت العلا وماجيتها اعتبر انك ما جيت العلا;1;العلا;بلدة العلا القديمة
المكان الجمـال قهوة الصباح رايقه;1;الرياض;بوليفارد الرياض
رائعة غنية بالاثار;1;العلا;بلدة العلا القديمة
ممتاز وتعامل راقي اشكر القائمين الفاراد وعماله;1;الطايف;تلفريك الهدا
رايعه ??;1;جده;جدة القديمة البلد
رايع يستحق الزيارة;1;الطايف;تلفريك الهدا
والمكان رايق وراقي اسعاره شوي مرتفعه الويترز خدومين مره اكرر زيارته;1;الرياض;بوليفارد الرياض
مغامرة البداية تخوف النزول الطلوع عادي انصح الاطفال;1;الطايف;تلفريك الهدا
الالعاب المائية المستوى المامول قديمة وقليلة نامل الامانة تطويرها;0;الطايف;تلفريك الهدا
